Restaurant ID,Restaurant Name,Review Count,Overall Rating,Price Range,Categories,Coordinates,Address,Phone,Image
double-dogs-knoxville-4,Double Dogs,75,,,"Burgers,Sports Bars,American (Traditional)",35.9134544348978 -84.0798621038371,"8910 Kingston Pike Knoxville, TN 37923 ",(865) 670-7555,https://s3-media1.fl.yelpcdn.com/bphoto/FvEscwniRztYRyj9e0WPmQ/o.jpg
gavinos-pizzeria-and-restaurant-knoxville-3,Gavino's Pizzeria & Restaurant,164,,$$,"Italian,Pizza",35.937887 -83.990204,"5211 Kingston Pike Knoxville, TN 37919 ",(865) 200-5571,https://s3-media1.fl.yelpcdn.com/bphoto/f1ivg8AErQDUFVdoeXy5dw/o.jpg
ale-rae-grill-knoxville,Ale Rae Grill,29,,,"Food Trucks,Burgers,Hot Dogs",35.978092 -83.925401,"900 N Central St Knoxville, TN 37917 ",(865) 290-0007,https://s3-media2.fl.yelpcdn.com/bphoto/c4RO7QOdv2FVQAaaydpyTw/o.jpg
tazikis-mediterranean-cafe-powell-knoxville,Taziki's Mediterranean Cafe - Powell,19,,,"Mediterranean,Greek",36.008583 -84.020078,"6634 Clinton Hwy Ste 101 Knoxville, TN 37912 ",(865) 512-7019,https://s3-media3.fl.yelpcdn.com/bphoto/ffwwgTOij-niNNEPUISTrw/o.jpg
taste-of-thai-knoxville-3,Taste of Thai,238,,$$,Thai,35.918059 -84.083759,"8926 Town And Country Cir Knoxville, TN 37923 ",(865) 691-4442,https://s3-media1.fl.yelpcdn.com/bphoto/9Iyl66ALGaswiYmaXhRuNw/o.jpg
status-dough-knoxville-5,Status Dough,213,,$,"Coffee & Tea,Donuts,Breakfast & Brunch",35.9319084 -84.0105133,"6535 Kingston Pike Knoxville, TN 37919 ",(865) 999-0988,https://s3-media1.fl.yelpcdn.com/bphoto/YJN7Uc3Ri9487nblTdvv0Q/o.jpg
sergeant-pepperonis-knoxville-2,Sergeant pepperonis,80,,$$,"Pizza,Italian,Sandwiches",35.9407906 -83.9806692,"4618 Kingston Pike Knoxville, TN 37919 ",(865) 247-0380,https://s3-media3.fl.yelpcdn.com/bphoto/7_mFtSuFgzzkK6KwRoCoIg/o.jpg
asia-kitchen-knoxville,Asia Kitchen,229,,$$,"Chinese,Asian Fusion",35.9226273945922 -84.0638499816147,"8511 Kingston Pike Knoxville, TN 37919 ",(865) 670-9858,https://s3-media2.fl.yelpcdn.com/bphoto/x5l8K30khdJXdp62H-bwzQ/o.jpg
dead-end-bbq-knoxville,Dead End BBQ,324,,$$,Barbeque,35.9468231201172 -83.9800567626953,"3621 Sutherland Ave Knoxville, TN 37919 ",(865) 212-5655,https://s3-media1.fl.yelpcdn.com/bphoto/4JsF9ecUeRdK7Y7w0X4c-Q/o.jpg
corner-16-knoxville-2,Corner 16,35,,,"Southern,Comfort Food,Sandwiches",35.86129987026119 -84.07258829999999,"9637 Kroger Park Dr Knoxville, TN 37922 ",(865) 507-3309,https://s3-media4.fl.yelpcdn.com/bphoto/Ctj2_wVX7NpEz_np99c5Fw/o.jpg
token-game-tavern-knoxville,Token Game Tavern,79,,$$,"Arcades,Pubs,American (Traditional)",35.911162 -84.0989668,"213 N Seven Oaks Dr Knoxville, TN 37922 ",(865) 770-3870,https://s3-media2.fl.yelpcdn.com/bphoto/U2VMTAYbbZu4gmuKdvp0sA/o.jpg
tomo-poke-bowl-ramen-house-knoxville,Tomo Poke Bowl + Ramen House,142,,$$,"Ramen,Hawaiian",35.930167 -84.0315821,"7315 Kingston Pike Knoxville, TN 37919 ",(865) 584-0047,https://s3-media2.fl.yelpcdn.com/bphoto/X6YyQT50gK4uvWaTeEe0yQ/o.jpg
dragon-food-truck-knoxville,Dragon Food Truck,10,,$$,"Food Trucks,Taiwanese,Asian Fusion",35.943736964645666 -84.08278225067674,"9036 Middlebrook Pike Knoxville, TN 37923 ",(865) 409-7255,https://s3-media1.fl.yelpcdn.com/bphoto/oPHLQqKs6Jzgjz0jXxHjsg/o.jpg
ruths-chris-steak-house-knoxville,Ruth's Chris Steak House,142,,$$$$,"Steakhouses,Seafood,Wine Bars",35.9612282 -83.9126613,"950 Volunteer Landing Ln Knoxville, TN 37915 ",(865) 546-4696,https://s3-media2.fl.yelpcdn.com/bphoto/2rD0IXYDlgX_oJn-dS_huw/o.jpg
hops-and-hollers-knoxville,Hops and Hollers,42,,$,"Beer Gardens,Beer Bar,Sandwiches",35.978641 -83.926866,"937 N Central St Knoxville, TN 37917 ",(865) 394-6698,https://s3-media4.fl.yelpcdn.com/bphoto/0Sg2gGFOrQAa3D5Wg76C7A/o.jpg
naf-naf-grill-knoxville-3,Naf Naf Grill,4,,,"Middle Eastern,Salad",35.9319049 -84.0097833,"6485 Kingston Pike Knoxville, TN 37919 ",(865) 394-6066,https://s3-media4.fl.yelpcdn.com/bphoto/YRDVWEixYCGLlFh1Gppdxg/o.jpg
knox-brew-hub-knoxville,Knox Brew Hub,10,,,"Beer Bar,Sandwiches",35.964515 -83.920121,"421 Union Ave Knoxville, TN 37902 ",(865) 454-9688,https://s3-media2.fl.yelpcdn.com/bphoto/Gt8heSmZgmRu-2VL7Je06A/o.jpg
raising-canes-chicken-fingers-knoxville,Raising Cane's Chicken Fingers,11,,$,Fast Food,35.9569278448585 -83.9315813354761,"1659 Cumberland Ave Knoxville, TN 37916 ",(865) 974-8585,https://s3-media1.fl.yelpcdn.com/bphoto/xg6APW93xqnLf9wxgpL_UQ/o.jpg
daves-dog-house-knoxville,Dave's Dog House,24,,$,"Street Vendors,Hot Dogs",35.9416149755837 -84.0405663418106,"7409 Middlebrook Pike Knoxville, TN 37909 ",(865) 200-4476,https://s3-media3.fl.yelpcdn.com/bphoto/oUICEuS8C2zjvVLAAf8VnA/o.jpg
guss-good-times-deli-knoxville,Gus's Good Times Deli,77,,$,"Delis,Burgers,Sandwiches",35.9558500414644 -83.9321180202909,"815 Melrose Pl Knoxville, TN 37916 ",(865) 525-9485,https://s3-media3.fl.yelpcdn.com/bphoto/MlBaWbPMLzu1Q5JxtGbs6A/o.jpg
p-f-changs-knoxville,P.F. Chang's,160,,$$,"Chinese,Asian Fusion",35.933399476672 -84.0181723237038,"6741 Kingston Pike Knoxville, TN 37919 ",(865) 212-5514,https://s3-media2.fl.yelpcdn.com/bphoto/HHjXHgoAFb8QNeLqQbG4MQ/o.jpg
boyds-jig-and-reel-knoxville,Boyd's Jig and Reel,149,,$$,"Scottish,Pubs,Music Venues",35.970157623291 -83.9185485839844,"101 S Central St Knoxville, TN 37902 ",(865) 247-7066,https://s3-media1.fl.yelpcdn.com/bphoto/n1WynuVZhfNTV2MLo-3cFA/o.jpg
ichiban-japanese-grill-and-sushi-bar-knoxville,Ichiban Japanese Grill & Sushi Bar,88,,$$,"Japanese,Sushi Bars,Thai",36.004709 -84.024512,"6737 Clinton Hwy Knoxville, TN 37912 ",(865) 947-8888,https://s3-media3.fl.yelpcdn.com/bphoto/1JzdP9RagLwyESgRg0nflA/o.jpg
elidioss-pizza-knoxville,Elidios's Pizza,85,,$,Pizza,36.026779 -83.991935,"6714 Central Ave Pike Knoxville, TN 37912 ",(865) 687-1002,https://s3-media1.fl.yelpcdn.com/bphoto/YS5bxH2U66VGDw6zS-tIRA/o.jpg
wasabi-japanese-steakhouse-knoxville,Wasabi Japanese Steakhouse,107,,$$,"Sushi Bars,Steakhouses",35.93318 -84.0088899,"118 Major Reynolds Pl Knoxville, TN 37919 ",(865) 584-4898,https://s3-media3.fl.yelpcdn.com/bphoto/igefTXBpPcFYPs5vIxtPDg/o.jpg
louis-original-knoxville,Louis Original,107,,$$,"Pizza,Italian",36.0183887282171 -83.9243795787277,"4661 N Broadway St Knoxville, TN 37918 ",(865) 688-4121,https://s3-media1.fl.yelpcdn.com/bphoto/DvyuuNgabr05lAMFqU3bmA/o.jpg
tonitas-sazon-knoxville,Tonitas Sazon,1,,,"Mexican,Specialty Food",35.921842 -84.049199,"8044 Ray Mears Blvd Ste 103 Knoxville, TN 37919 ",(865) 985-0336,https://s3-media3.fl.yelpcdn.com/bphoto/i0soaKGgAWsN3zjA4FLn1g/o.jpg
central-park-restaurant-knoxville,Central Park Restaurant,21,,$,"Burgers,Hot Dogs,Fast Food",35.97293 -83.98524,"4417 Western Ave Knoxville, TN 37921 ",(865) 971-4777,https://s3-media4.fl.yelpcdn.com/bphoto/t5oKSzFslRvI7xzGyuEn3w/o.jpg
the-rocky-knoxville,The Rocky,4,,$$,"Pizza,Wine Bars",35.933145 -84.01555,"6730 Papermill Dr NW Whole Foods Market Knoxville, TN 37919 ",(865) 291-6400,https://s3-media2.fl.yelpcdn.com/bphoto/Z3F29DjS50zpzH4Mz-zczA/o.jpg
hole-in-the-wall-pizza-no-title,Hole In The Wall Pizza,2,,,"Pizza,Sandwiches,Salad",35.90478131556205 -84.1144975,"9937 Kingston Pike Knoxville, TN 37922 ",(865) 202-4709,https://s3-media3.fl.yelpcdn.com/bphoto/V_sgIhrQr143g3G0rq7-uQ/o.jpg
stir-fry-cafe-knoxville,Stir Fry Cafe,105,,$$,"Thai,Asian Fusion,Sushi Bars",35.92923269934863 -84.02931420394862,"7240 Kingston Pike Ste 128 Knoxville, TN 37919 ",(865) 588-2064,https://s3-media1.fl.yelpcdn.com/bphoto/5C2gb2xMjWY_LBZsqEe_Tg/o.jpg
nixons-deli-knoxville-3,Nixon's Deli,40,,$,"Delis,Sandwiches,Desserts",35.93351 -83.9976,"5716 Kingston Pike Knoxville, TN 37919 ",(865) 558-6354,https://s3-media3.fl.yelpcdn.com/bphoto/zhZrBi5eAC4gjBlHgF_PIg/o.jpg
sam-and-andys-fountain-city-knoxville-2,Sam & Andy's Fountain City,132,,$$,"American (Traditional),Desserts,Pizza",36.025312 -83.927728,"2613 Adair Dr Knoxville, TN 37918 ",(865) 281-9539,https://s3-media2.fl.yelpcdn.com/bphoto/7p6UN-fUu7O_1ainBuX0pQ/o.jpg
sitar-indian-cuisine-knoxville,Sitar Indian Cuisine,212,,$$,Indian,35.932804 -84.001434,"6004 Kingston Pike Knoxville, TN 37919 ",(865) 588-1828,https://s3-media4.fl.yelpcdn.com/bphoto/22h0YtPgRjFysxaIYI37fQ/o.jpg
the-chop-house-knoxville,The Chop House,149,,$$,"Steakhouses,American (New),Seafood",35.90560487503441 -84.10954228675412,"9700 Kingston Pike Ste 21 Knoxville, TN 37922 ",(865) 531-2467,https://s3-media3.fl.yelpcdn.com/bphoto/PxbmA5iJIICsAAM4zCSiMA/o.jpg
soccer-taco-knoxville,Soccer Taco,170,,$$,"Mexican,Sports Bars",35.93233 -84.01339,"6701 Kingston Pike Knoxville, TN 37919 ",(865) 588-2020,https://s3-media3.fl.yelpcdn.com/bphoto/mJOQCPujoRvbxaXwiYBYLQ/o.jpg
the-cheesecake-factory-knoxville-knoxville,The Cheesecake Factory - Knoxville,228,,$$,"Desserts,American (Traditional)",35.9256548 -84.0365266,"201 Morrell Rd West Town Mall Knoxville, TN 37919 ",(865) 670-7443,https://s3-media3.fl.yelpcdn.com/bphoto/SFdC1GLn7I8LEPYez_UAfg/o.jpg
silvias-mexican-restaurant-knoxville-3,Silvia's Mexican Restaurant,35,,,Mexican,35.94975077142599 -83.939222,"2421 University Commons Way Knoxville, TN 37996 ",(865) 851-8888,https://s3-media2.fl.yelpcdn.com/bphoto/zR75N_vo7EuGBhyx7A1XpA/o.jpg
nama-sushi-bar-downtown-knoxville-knoxville,Nama Sushi Bar - Downtown Knoxville,322,,$$,"Sushi Bars,Japanese",35.96507 -83.9179,"506 S Gay St Knoxville, TN 37902 ",(865) 633-8539,https://s3-media4.fl.yelpcdn.com/bphoto/wcILQrjgE3gzpub9Lx7yIA/o.jpg
old-mill-bread-company-knoxville,Old Mill Bread Company,63,,$,"Bakeries,Delis",35.9244346 -84.0937871,"432 N Cedar Bluff Rd Knoxville, TN 37923 ",(865) 470-7342,https://s3-media2.fl.yelpcdn.com/bphoto/0dOoZJDbYaydFONjRURmiw/o.jpg
blue-slip-bistro-and-wine-bar-knoxville-3,Blue Slip Bistro & Wine Bar,15,,$$,"Wine Bars,American (New)",35.970531883092 -83.9208813473079,"300 W Depot Ave Knoxville, TN 37917 ",(865) 249-7808,https://s3-media4.fl.yelpcdn.com/bphoto/lk8XbHtMS3K8WqwSO25oTQ/o.jpg
carribbean-soul-authentic-jamaican-food-knoxville,Carribbean Soul Authentic Jamaican Food,3,,,"Caterers,Food Trucks,Soul Food",35.9735908508301 -83.8936233520508,"Knoxville, TN 37915 ",(865) 297-5375,https://s3-media2.fl.yelpcdn.com/bphoto/xgG6Fs48x8ye6sz4COwntg/o.jpg
sullivans-fine-food-knoxville-2,Sullivan's Fine Food,42,,$$,American (Traditional),35.904227 -84.0200542,"7545 S Northshore Dr Knoxville, TN 37919 ",(865) 694-9696,https://s3-media4.fl.yelpcdn.com/bphoto/SYR-9OBllEpsnY-_wU_YeQ/o.jpg
pizza-palace-knoxville,Pizza Palace,174,,$,Pizza,35.99471 -83.8858599,"3132 E Magnolia Ave Knoxville, TN 37914 ",(865) 524-4388,https://s3-media2.fl.yelpcdn.com/bphoto/cT2wY6nAOwKIAiYUc2o3CQ/o.jpg
merchants-of-beer-knoxville,Merchants of Beer,40,,$$,"Beer Bar,American (New),Lounges",35.9689162953375 -83.9181627280028,"137 S Central St Knoxville, TN 37902 ",(865) 247-5503,https://s3-media3.fl.yelpcdn.com/bphoto/SAKqYc08f4lGmoch5AQvFg/o.jpg
wokchow-fire-seared-asian-knoxville,WokChow Fire Seared Asian,102,,$,"Asian Fusion,Fast Food,Sushi Bars",35.9407796 -83.9805705,"4612 Kingston Pike Knoxville, TN 37919 ",(865) 766-5457,https://s3-media3.fl.yelpcdn.com/bphoto/xoI2zk3ZZW9rMjo9Z8_FTQ/o.jpg
charley-biggs-fried-chicken-knoxville,Charley Biggs Fried Chicken,1,,$,"Southern,Fast Food",35.99096 -83.953,"3204 Rudy St Knoxville, TN 37921 ",,https://s3-media1.fl.yelpcdn.com/bphoto/InOIEEy8oZ6UDQR_7_pWQw/o.jpg
chef-mo-cafe-and-catering-knoxville-2,Chef Mo' Cafe & Catering ,15,,,"Cafes,Southern,Soul Food",35.9384139987749 -83.907377703143,"131 E Moody Ave Knoxville, TN 37920 ",(865) 256-2700,https://s3-media3.fl.yelpcdn.com/bphoto/RJl8aWcOWl_CNYymAchVcg/o.jpg
texas-roadhouse-powell,Texas Roadhouse,10,,$$,"Steakhouses,American (Traditional),Barbeque",36.05142109 -84.00095482,"7559 Conner Rd Powell, TN 37849 ",(865) 381-5230,https://s3-media4.fl.yelpcdn.com/bphoto/tr2RVCEpO_J8IXCjpCd2Bg/o.jpg
the-corner-lounge-knoxville,The Corner Lounge,23,,,"Lounges,Sandwiches",35.9774762916778 -83.9249427616596,"842 N Central St Knoxville, TN 37917 ",(865) 281-3473,https://s3-media1.fl.yelpcdn.com/bphoto/SEpuDdi8SpcpGXK536RpPQ/o.jpg
el-charro-knoxville-2,El Charro,40,,$$,Mexican,35.944553378296895 -83.98273611055647,"3816 Sutherland Ave Knoxville, TN 37919 ",(865) 584-9807,https://s3-media3.fl.yelpcdn.com/bphoto/TShrALWP-Mn9jLNlriZOKg/o.jpg
mooyah-burgers-fries-and-shakes-knoxville-2,"MOOYAH Burgers, Fries and Shakes",129,,$,"Burgers,Ice Cream & Frozen Yogurt,American (Traditional)",35.930703 -84.030036,"7301 Kingston Pike Knoxville, TN 37919 ",(865) 474-1641,https://s3-media4.fl.yelpcdn.com/bphoto/_etjLrbp1CMhRcKXch2YAA/o.jpg
la-esperanza-knoxville,La Esperanza,80,,$,Mexican,36.00187 -83.91159,"2412 Washington Pike Knoxville, TN 37917 ",(865) 637-9292,https://s3-media4.fl.yelpcdn.com/bphoto/aE3aG718lZh4hlpoSLL0vg/o.jpg
goodness-to-go-knoxville,Goodness To Go,12,,$$,"Salad,Sandwiches",35.9034337 -84.0205602,"7664 S Northshore Knoxville, TN 37919 ",(865) 253-7099,https://s3-media1.fl.yelpcdn.com/bphoto/0F3jX7QArmn3UuB4CPt6iQ/o.jpg
philippine-connection-carry-out-food-knoxville,Philippine Connection Carry Out Food,23,,$,Filipino,35.9960479736328 -83.8848419189453,"3225 E Magnolia Ave Knoxville, TN 37914 ",(865) 522-5276,https://s3-media2.fl.yelpcdn.com/bphoto/y4h9h0fRYR3w0SqNk-YsRA/o.jpg
south-press-knoxville,South Press,13,,,"Coffee & Tea,Comfort Food,Community Centers",35.94101 -83.91036,"3615 Chapman Hwy Knoxville, TN 37920 ",(865) 253-7913,https://s3-media2.fl.yelpcdn.com/bphoto/nMnDlLQaNTkoRP-2Zr6YNw/o.jpg
s-and-s-cafeteria-knoxville,S & S Cafeteria,26,,$,"Southern,Comfort Food,American (New)",35.9405860900879 -83.9838104248047,"4808 Kingston Pike Knoxville, TN 37919 ",(865) 584-5191,https://s3-media1.fl.yelpcdn.com/bphoto/njxplDLeXy-EyogVzd_1EA/o.jpg
plum-tree-chinese-restaurant-knoxville,Plum Tree Chinese Restaurant,58,,$$,Chinese,35.9309425354004 -84.0249938964844,"7052 Kingston Pike Knoxville, TN 37919 ",(865) 588-2002,https://s3-media4.fl.yelpcdn.com/bphoto/XGQwAQsdMWeskNKbZCszvA/o.jpg
chilis-knoxville-4,Chili's,80,,$$,"American (Traditional),Bars,Tex-Mex",35.92981 -84.03127,"7304 Kingston Pike Knoxville, TN 37919 ",(865) 584-8195,https://s3-media3.fl.yelpcdn.com/bphoto/nCqiP6QxLb_1v4WZOrMWMw/o.jpg
viet-taste-restaurant-knoxville,Viet Taste Restaurant,162,,$$,"Vietnamese,Soup,Asian Fusion",35.915243 -84.083578,"213 N Peters Rd Knoxville, TN 37923 ",(865) 249-8424,https://s3-media2.fl.yelpcdn.com/bphoto/ODnZHmxEGSMdYrr4KbgPlg/o.jpg
brown-bag-knoxville-2,Brown Bag,33,,$,"American (Traditional),Caterers",35.962453 -83.9160562,"800 S Gay St Knoxville, TN 37929 ",(865) 474-0587,https://s3-media2.fl.yelpcdn.com/bphoto/gX1MfuPLlc22wocLj5r9og/o.jpg
fulins-asian-cuisine-knoxville,Fulin's Asian Cuisine,78,,$$,"Chinese,Sushi Bars,Thai",35.8596042159531 -84.0750010917877,"2060 Town Center Blvd Knoxville, TN 37922 ",(865) 769-1515,https://s3-media1.fl.yelpcdn.com/bphoto/4vb4APKTjllpdhB0OwwOvg/o.jpg
tracys-restaurant-knoxville,Tracy's Restaurant,12,,$,Restaurants,35.9745287 -83.9754339,"3913 Western Ave Knoxville, TN 37921 ",(865) 524-9456,https://s3-media4.fl.yelpcdn.com/bphoto/O2plX_TuH2tMWr3D7eHJXQ/o.jpg
taqueria-la-herradura-knoxville-5,Taqueria La Herradura,119,,$,"Mexican,Food Trucks",35.996128 -83.9233919146005,"2625 N Broadway Knoxville, TN 37917 ",(865) 951-1170,https://s3-media4.fl.yelpcdn.com/bphoto/V4FZhDJj5RByDwoBs0V42A/o.jpg
asian-river-knoxville,Asian River,26,,,"Sushi Bars,Thai,Asian Fusion",36.026863606694306 -83.99221655738398,"6714 Central Ave Pike Ste B Knoxville, TN 37912 ",(865) 444-5800,https://s3-media1.fl.yelpcdn.com/bphoto/8j9CUMEHISD30xBeZeACdg/o.jpg
cheddars-scratch-kitchen-knoxville-3,Cheddar's Scratch Kitchen,107,,$$,"American (Traditional),Comfort Food,Southern",36.005098950876494 -83.98643753426259,"5615 Clinton Hwy Knoxville, TN 37912 ",(865) 687-3466,https://s3-media4.fl.yelpcdn.com/bphoto/f0DUaLxbqcmf03WHXhXE8g/o.jpg
red-onion-pizza-knoxville-2,Red Onion Pizza,46,,$,Pizza,35.9464367714724 -83.9804182245369,"3625 Sutherland Ave Knoxville, TN 37919 ",(865) 584-7445,https://s3-media3.fl.yelpcdn.com/bphoto/1QhxLD6gPKPL70NXMeVKkw/o.jpg
el-girasol-knoxville,El Girasol,44,,$,"Grocery,Mexican",35.94187 -83.9847,"4829 Newcom Ave Knoxville, TN 37919 ",(865) 558-0202,https://s3-media3.fl.yelpcdn.com/bphoto/t26iMKDCBeliEf6Q5MKyTg/o.jpg
stefanos-pizza-knoxville,Stefanos Pizza,89,,$$,Pizza,35.95528 -83.93661,"1937 Cumberland Ave Knoxville, TN 37916 ",(865) 522-4151,https://s3-media1.fl.yelpcdn.com/bphoto/21fKMIiDYsIWtvNBi6GNMw/o.jpg
lempira-mexican-restaurant-and-latin-cuisine-knoxville-2,Lempira Mexican Restaurant & Latin Cuisine,30,,$$,"Mexican,Latin American",35.92363 -84.0499,"8078 Kingston Pike Ste 151 Knoxville, TN 37919 ",(865) 409-4771,https://s3-media3.fl.yelpcdn.com/bphoto/HEV485EwNOw33zl6Euvs8Q/o.jpg
nama-sushi-bar-bearden-knoxville,Nama Sushi Bar - Bearden,147,,$$,"Sushi Bars,Japanese,Asian Fusion",35.93855 -83.98846,"5130 Kingston Pike Knoxville, TN 37919 ",(865) 588-9811,https://s3-media4.fl.yelpcdn.com/bphoto/25OXOU4-ch3jtCAAIrZb0w/o.jpg
harbys-pizza-and-deli-knoxville,Harby's Pizza & Deli,84,,$,"Pizza,Sandwiches,Burgers",36.005706 -83.925954,"3718 Walker Blvd Knoxville, TN 37917 ",(865) 688-5657,https://s3-media2.fl.yelpcdn.com/bphoto/UKYcLEeLVKZgK3_JZMtPOw/o.jpg
just-1-more-bar-and-grille-knoxville,Just 1 More Bar and Grille,22,,$$,"American (New),Bars",35.9105468 -84.0936207,"9355 Kingston Pike Ste 5 Knoxville, TN 37922 ",(865) 769-1500,https://s3-media3.fl.yelpcdn.com/bphoto/ew3Zp0wMhtp8JYlLRxtUsA/o.jpg
la-bamba-seafood-knoxville,La Bamba Seafood,40,,$$,"Seafood,Mexican,Pool & Billiards",35.9492375234199 -83.9140845090151,"2619 Chapman Hwy Knoxville, TN 37920 ",(865) 766-5339,https://s3-media1.fl.yelpcdn.com/bphoto/L9hHJo9Vcfgj3gmfYdYO8g/o.jpg
riverview-cafe-knoxville,Riverview Cafe,3,,,"American (Traditional),Fast Food,Southern",35.9616546630859 -83.9153594970703,"900 S Gay St Fl 1 Riverview Tower Knoxville, TN 37902 ",(865) 546-9204,https://s3-media1.fl.yelpcdn.com/bphoto/ITVNdgI2iUurT3_BfiuYVQ/o.jpg
the-melting-pot-knoxville-2,The Melting Pot,116,,$$$,Fondue,35.97085650088103 -83.91870908762849,"111 N Central St Knoxville, TN 37902 ",(865) 971-5400,https://s3-media2.fl.yelpcdn.com/bphoto/0NrKYs_gLto5hKZml2tCuQ/o.jpg
mariscos-pacifico-nayarit-knoxville,Mariscos Pacifico Nayarit,15,,,"Seafood,Mexican,Bars",35.90983218673787 -84.10045346690822,"9507 Kingston Pike Knoxville, TN 37922 ",(865) 288-4129,https://s3-media3.fl.yelpcdn.com/bphoto/SxBYwoxIidNOafEW6JyzQw/o.jpg
carolina-ale-house-knoxville-4,Carolina Ale House,251,,$$,"American (Traditional),Sports Bars",35.9126250807468 -84.0835324323908,"9045 Kingston Pike Knoxville, TN 37923 ",(865) 690-7800,https://s3-media2.fl.yelpcdn.com/bphoto/e96e1dSBNFS_-BzR6LyIMQ/o.jpg
kabuki-restaurant-downtown-knoxville,Kabuki Restaurant Downtown,79,,$$,"Sushi Bars,Japanese,Asian Fusion",35.965189 -83.9198334,"19 Market Square Knoxville, TN 37902 ",(865) 521-3888,https://s3-media1.fl.yelpcdn.com/bphoto/1qzb86HYD-mXb_VsxQuyZQ/o.jpg
ramis-cafe-knoxville,Rami's Cafe,46,,$,"Cafes,Breakfast & Brunch",36.0044536739588 -83.9269027858973,"3553 N Broadway Knoxville, TN 37917 ",(865) 801-9067,https://s3-media1.fl.yelpcdn.com/bphoto/5-d73h5s-u_ZApXl-dZ4Vw/o.jpg
southside-garage-food-truck-park-knoxville,Southside Garage Food Truck Park,2,,,"Food Trucks,Ice Cream & Frozen Yogurt,Mexican",35.9590301794416 -83.9051372733284,"1014 Sevier Ave Knoxville, TN 37920 ",(865) 230-2188,
duck-donuts-knoxville-3,Duck Donuts,164,,$,"Donuts,Coffee & Tea,Breakfast & Brunch",35.93238 -84.0029256,"6104 Kingston Pike Knoxville, TN 37919 ",(865) 236-1393,https://s3-media2.fl.yelpcdn.com/bphoto/yK-w8lubrj4K2hc2hJG4gg/o.jpg
love-that-bbq-knoxville,Love That BBQ,69,,$$,Barbeque,35.91518 -83.93556,"1901 Maryville Pike Knoxville, TN 37920 ",(865) 748-1741,https://s3-media2.fl.yelpcdn.com/bphoto/ifO7NPVB2V-eHpczfmcFEQ/o.jpg
pokeworks-knoxville-3,Pokeworks,22,,$$,"Poke,Salad",35.92368759667995 -84.09438019999999,"423 N Cedar Bluff Rd Knoxville, TN 37923 ",(865) 770-4344,https://s3-media1.fl.yelpcdn.com/bphoto/RMQ9JXPq9zjUp0ckNP-6Bw/o.jpg
soccer-taco-knoxville-2,Soccer Taco,188,,$$,"Mexican,Sports Bars,Seafood",35.9649662682276 -83.91970244110443,"9 Market Sq Ste 101 Knoxville, TN 37902 ",(865) 544-4471,https://s3-media2.fl.yelpcdn.com/bphoto/hGg7RJNxhx9LCUpWlXgU2g/o.jpg
fu-house-knoxville,Fu House,23,,$,Chinese,35.972906432605 -83.9860439056936,"4421 Western Ave Knoxville, TN 37921 ",(865) 540-9989,https://s3-media1.fl.yelpcdn.com/bphoto/eYTEmfY0E8htw8ER5Otyyg/o.jpg
chicken-salad-chick-knoxville,Chicken Salad Chick,52,,,"Chicken Shop,Sandwiches,Southern",35.9248 -84.04634,"8008 Kingston Pike Knoxville, TN 37919 ",(865) 320-0508,https://s3-media2.fl.yelpcdn.com/bphoto/bMvVKMZfnWLI0RmRReir6Q/o.jpg
wing-squad-knoxville,Wing Squad,4,,,"Food Delivery Services,Chicken Wings",35.93250770216489 -84.00855829999999,"Knoxville, TN 37919 ",(888) 799-6601,https://s3-media4.fl.yelpcdn.com/bphoto/eIyqCpn5d2MOsYP8y8jwAg/o.jpg
aubreys-knoxville-12,Aubrey's,133,,$$,"American (Traditional),Bars,Tapas/Small Plates",35.9422 -84.0951621,"9208 Middlebrook Pike Knoxville, TN 37931 ",(865) 691-0504,https://s3-media1.fl.yelpcdn.com/bphoto/7qpSnObj542MUVA7FHm_-A/o.jpg
dazzos-pizzeria-knoxville-2,Dazzo's Pizzeria,147,,$$,Pizza,35.963178 -83.916711,"710 S Gay St Knoxville, TN 37902 ",(865) 525-2105,https://s3-media4.fl.yelpcdn.com/bphoto/VKTVnke1uYvJ6s3ARE6yDg/o.jpg
vol-market-knoxville,Vol Market,9,,$,Delis,35.97466 -83.96945,"3400 Western Ave Knoxville, TN 37921 ",(865) 525-4664,https://s3-media4.fl.yelpcdn.com/bphoto/zqKt8KOwNuWCPNpFFBr0mw/o.jpg
lulus-tea-room-powell,Lulu's Tea Room,18,,,"Venues & Event Spaces,Cafes",36.0161399841309 -84.0500183105469,"3703 W Beaver Creek Dr Powell, TN 37849 ",(865) 947-5858,https://s3-media1.fl.yelpcdn.com/bphoto/Ue9fpxXzetk0mBmV79eS_A/o.jpg
full-house-powell,Full House,21,,$,"Chinese,Japanese",36.020004 -84.0503964,"3507 West Emory Rd Powell Place Shopping Center Powell, TN 37849 ",(865) 947-8699,https://s3-media4.fl.yelpcdn.com/bphoto/AFgUY1kfpomcBUHAvGwq-g/o.jpg
jacks-coffee-and-plants-knoxville,Jacks Coffee & Plants,13,,$,"Sandwiches,Coffee & Tea,Florists",35.977800248925 -83.92508894205095,"854 N Central St Knoxville, TN 37917 ",(865) 444-1196,https://s3-media1.fl.yelpcdn.com/bphoto/rE3Pz5jAnRA38vw86V7qBA/o.jpg
